Identifier,Name,Symbol,Region,Country,Sector,Market Cap $US,Cap Tier,Current Price
S2261,NORDIC ENTERTAINM SER'B'NPV,NENTF,Western Europe,Sweden,Communication Services,"2,800,000,000.00",Mid,45.91
S2262,NORDIC SEMICONDUCT NOK0.01,,Western Europe,Norway,Information Technology,"2,100,000,000.00",Mid,84.01
S2263,NORITAKE CO LTD NPV,5331:XTKS,Japan,Japan,Industrials,"455,400,000.00",Small,90.41
S2264,NORITSU KOKI CO NPV,,Japan,Japan,Industrials,"603,800,000.00",Small,74.82
S2265,NORITZ CORP NPV,,Japan,Japan,Industrials,"720,600,000.00",Small,82.49
S2266,NORMA GROUP SE NPV,NOEJF,Western Europe,Germany,Industrials,"1,100,000,000.00",Mid,95.24
S2267,NORSK HYDRO ASA NOK1.098,,Western Europe,Norway,Materials,"5,900,000,000.00",Large,28.3
S2268,NORTH PACIFIC BANK NPV,,Japan,Japan,Financials,"876,700,000.00",Small,92.73
S2269,NORTH WEST CO INC VAR VTG COM VT,NNWWF,Canada,Canada,Consumer Staples,"1,300,000,000.00",Mid,100.73
S2270,NORTHAM PLATINUM ZAR0.01,NMPNF,"Central and Eastern Europe, Middle East and Africa",South Africa,Materials,"5,400,000,000.00",Large,43.39
S2271,NORTHERN DATA AG NPV,NDTAF,Western Europe,Germany,Information Technology,"746,400,000.00",Small,75.49
S2272,NORTHERN DYNASTY MINERALS LT COM NEW,,Canada,Canada,Materials,"590,400,000.00",Small,11.06
S2273,NORTHLAND POWER INC COM,NPIFF,Canada,Canada,Utilities,"6,500,000,000.00",Large,100.25
S2274,NORTHVIEW APT REAL ESTATE IN TR UNIT,NPRUF,Canada,Canada,Real Estate,"1,900,000,000.00",Mid,51.53
S2275,NORTHWEST HEALTHCARE PPTYS R TR UNIT,,Canada,Canada,Real Estate,"1,500,000,000.00",Mid,42.51
S2276,NORWAY ROYAL SALMO NOK1,,Western Europe,Norway,Consumer Staples,"1,100,000,000.00",Mid,91.85
S2277,NORWEGIAN FIN HLDG NOK1,,Western Europe,Norway,Financials,"1,400,000,000.00",Mid,27.33
S2278,NOVA MEASURING INS ILS0.01,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"1,600,000,000.00",Mid,67.81
S2279,NOVACYT EUR0.0667,NVYTF,Western Europe,France,Health Care,"803,500,000.00",Small,40.1
S2280,NOVARTIS AG CHF0.50 (REGD),,Western Europe,Switzerland,Health Care,"218,600,000,000.00",Large,65.59
S2281,NOVATEK MICROELECT TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"6,000,000,000.00",Large,20.98
S2282,NOVO NORDISK A/S SER'B'DKK0.2,,Western Europe,Denmark,Health Care,"130,800,000,000.00",Large,105.46
S2283,NOVOZYMES A/S SER'B'DKK2,,Western Europe,Denmark,Materials,"14,900,000,000.00",Large,62.88
S2284,NP3 FASTIGHETER AB NPV,NPPFF,Western Europe,Sweden,Real Estate,"748,800,000.00",Small,75.42
S2285,NRW HOLDINGS LTD NPV,,Asia Pacific ex Japan,Australia,Industrials,"664,200,000.00",Small,12.83
S2286,NS SOLUTIONS CORP NPV,,Japan,Japan,Information Technology,"2,900,000,000.00",Mid,30.01
S2287,NSD CO.LTD NPV,9759:XTKS,Japan,Japan,Information Technology,"1,800,000,000.00",Mid,32
S2288,NSI N.V. EUR3.68(POST CONSOLIDATION),,Western Europe,Netherlands,Real Estate,"674,600,000.00",Small,105.15
S2289,NSK LTD NPV,,Japan,Japan,Industrials,"4,400,000,000.00",Large,30.86
S2290,NTHN STAR RES LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"8,600,000,000.00",Large,44.38
S2291,NTN CORP NPV,,Japan,Japan,Industrials,"1,000,000,000.00",Mid,46.31
S2292,NTT DOCOMO NPV,,Japan,Japan,Communication Services,"118,500,000,000.00",Large,51.9
S2293,NUFARM LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"1,100,000,000.00",Mid,18.64
S2294,NUTRIEN LTD COM,,Canada,Canada,Materials,"23,200,000,000.00",Large,83.77
S2295,NWS HOLDINGS LTD HKD1,,Asia Pacific ex Japan,Hong Kong,Industrials,"3,300,000,000.00",Mid,97.34
S2296,O-BANK CO LTD TWD10,,Asia Pacific ex Japan,Taiwan,Financials,"743,400,000.00",Small,47.33
S2297,OBAYASHI CORP NPV,,Japan,Japan,Industrials,"6,500,000,000.00",Large,50.1
S2298,OBI PHARMA INC TWD10,,Asia Pacific ex Japan,Taiwan,Health Care,"741,400,000.00",Small,33.24
S2299,OBIC BUSINESS CONS NPV,,Japan,Japan,Information Technology,"4,500,000,000.00",Large,81.66
S2300,OBIC CO LTD NPV,,Japan,Japan,Information Technology,"17,400,000,000.00",Large,77.02
S2301,OC OERLIKON CORP CHF1 (REGD),,Western Europe,Switzerland,Industrials,"2,800,000,000.00",Mid,46.68
S2302,OCADO GROUP PLC ORD GBP0.02,,Western Europe,United Kingdom,Consumer Discretionary,"23,300,000,000.00",Large,85.9
S2303,OCEAN YIELD ASA NOK10,,Western Europe,Norway,Energy,"438,200,000.00",Small,92.74
S2304,OCEANA GROUP ZAR0.001,OCGPF,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Staples,"472,000,000.00",Small,13.65
S2305,OCEANAGOLD CORP COM,OCANF,Canada,Canada,Materials,"990,500,000.00",Small,15.1
S2306,OCEANIA HEALTHCARE NPV,,Asia Pacific ex Japan,New Zealand,Health Care,"540,000,000.00",Small,8.03
S2307,OCI N.V. EUR0.02,,Western Europe,Netherlands,Materials,"2,800,000,000.00",Mid,12.79
S2308,ODAKYU ELEC RLWY NPV,,Japan,Japan,Industrials,"9,200,000,000.00",Large,32.24
S2309,OESTERREICH POST NPV,,Western Europe,Austria,Industrials,"2,300,000,000.00",Mid,22.19
S2310,OGAKI KYORITSU BK NPV,8361:XTKS,Japan,Japan,Financials,"923,700,000.00",Small,12.6
S2311,OHB SE NPV,OHBTF,Western Europe,Germany,Industrials,"815,000,000.00",Small,28.16
S2312,OHSHO FOOD SERVICE NPV,9936:XTKS,Japan,Japan,Consumer Discretionary,"1,400,000,000.00",Mid,14.3
S2313,OIL REFINERIES LTD COM STK ILS1,OILRF,"Central and Eastern Europe, Middle East and Africa",Israel,Energy,"605,900,000.00",Small,67.11
S2314,OIL SEARCH LTD NPV,,Asia Pacific ex Japan,Australia,Energy,"4,300,000,000.00",Large,101.32
S2315,OILES CORPORATION NPV,,Japan,Japan,Industrials,"490,400,000.00",Small,21.77
S2316,OISIX RA DAICHI IN NPV,,Japan,Japan,Consumer Discretionary,"1,200,000,000.00",Mid,14.33
S2317,OITA BANK NPV,,Japan,Japan,Financials,"383,800,000.00",Small,75.24
S2318,OJI HLDGS CORP NPV,,Japan,Japan,Materials,"4,700,000,000.00",Large,32.15
S2319,OKABE CO LTD NPV,5959:XTKS,Japan,Japan,Industrials,"415,600,000.00",Small,21.89
S2320,OKAMOTO INDUSTRIES NPV,5122:XTKS,Japan,Japan,Materials,"783,200,000.00",Small,44.56
S2321,OKAMURA CORP NPV,7994:XTKS,Japan,Japan,Industrials,"787,600,000.00",Small,63.05
S2322,OKASAN SECURITIES NPV,,Japan,Japan,Financials,"686,100,000.00",Small,76.25
S2323,OKI ELECTRIC IND NPV,,Japan,Japan,Information Technology,"942,300,000.00",Small,99.62
S2324,OKINAWA BANK NPV,8397:XTKS,Japan,Japan,Financials,"688,600,000.00",Small,91.81
S2325,OKINAWA CELLULAR NPV,OKCTF,Japan,Japan,Communication Services,"1,100,000,000.00",Mid,68.16
S2326,OKINAWA ELEC POWER NPV,,Japan,Japan,Utilities,"871,700,000.00",Small,46.42
S2327,OKUMA CORPORATION NPV,,Japan,Japan,Industrials,"1,600,000,000.00",Mid,14.81
S2328,OKUMURA CORP NPV,,Japan,Japan,Industrials,"980,300,000.00",Small,42.55
S2329,OKUWA CO LTD NPV,8217:XTKS,Japan,Japan,Consumer Staples,"610,000,000.00",Small,40.6
S2330,OLAM INTERNATIONAL NPV,,Asia Pacific ex Japan,Singapore,Consumer Staples,"3,200,000,000.00",Mid,68.52
S2331,OLD MUTUAL LTD NPV,,"Central and Eastern Europe, Middle East and Africa",South Africa,Financials,"2,900,000,000.00",Mid,45.98
S2332,OLYMPUS CORP NPV,,Japan,Japan,Health Care,"29,000,000,000.00",Large,79.7
S2333,OMNIA HLDGS NPV,,"Central and Eastern Europe, Middle East and Africa",South Africa,Materials,"354,100,000.00",Small,11.18
S2334,OMRON CORP NPV,,Japan,Japan,Information Technology,"15,900,000,000.00",Large,63.05
S2335,OMV AG NPV,,Western Europe,Austria,Energy,"9,200,000,000.00",Large,85.01
S2336,ON THE BEACH GROUP ORD GBP0.01,,Western Europe,United Kingdom,Consumer Discretionary,"527,700,000.00",Small,90.3
S2337,ONCOPEPTIDES AB NPV,,Western Europe,Sweden,Health Care,"1,100,000,000.00",Mid,45.56
S2338,ONE REIT INC REIT,3290:XTKS,Japan,Japan,Real Estate,"572,900,000.00",Small,84.55
S2339,ONE SOFTWARE TECHN ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"544,500,000.00",Small,30.24
S2340,ONENESS BIOTECH CO TWD10,,Asia Pacific ex Japan,Taiwan,Health Care,"4,300,000,000.00",Large,48.48
S2341,ONESAVINGS BANK PL ORD GBP0.01,,Western Europe,United Kingdom,Financials,"1,800,000,000.00",Mid,70.52
S2342,ONO PHARMACEUTICAL NPV,,Japan,Japan,Health Care,"16,600,000,000.00",Large,64.72
S2343,ONTEX GROUP NV NPV,,Western Europe,Belgium,Consumer Staples,"1,100,000,000.00",Mid,41.91
S2344,OPEN DOOR INC NPV,,Japan,Japan,Consumer Discretionary,"428,300,000.00",Small,59.16
S2345,OPEN HOUSE CO LTD NPV,,Japan,Japan,Real Estate,"4,600,000,000.00",Large,24.33
S2346,OPEN TEXT CORP COM,,Canada,Canada,Information Technology,"11,500,000,000.00",Large,68.05
S2347,OPTEX GROUP COMPAN NPV,6914:XTKS,Japan,Japan,Information Technology,"592,100,000.00",Small,54.11
S2348,OPTHEA LIMITED NPV,,Asia Pacific ex Japan,Australia,Health Care,"590,500,000.00",Small,88.69
S2349,OPTIM CORPORATION NPV,,Japan,Japan,Information Technology,"1,700,000,000.00",Mid,28.48
S2350,OPTORUN CO LTD NPV,6235:XTKS,Japan,Japan,Information Technology,"938,800,000.00",Small,92.44
S2351,ORACLE CORP JAPAN NPV,,Japan,Japan,Information Technology,"13,300,000,000.00",Large,99.65
S2352,ORANGE BELGIUM NPV,,Western Europe,Belgium,Communication Services,"1,000,000,000.00",Mid,71.5
S2353,ORANGE EUR4,,Western Europe,France,Communication Services,"29,700,000,000.00",Large,106.72
S2354,ORBIA ADVANCE CORP COM NPV SERIE UNICA,MXCHF,Latin America,Mexico,Materials,"3,900,000,000.00",Large,98.45
S2355,ORGANO CORP NPV,,Japan,Japan,Industrials,"619,000,000.00",Small,78.53
S2356,ORICA LIMITED NPV,,Asia Pacific ex Japan,Australia,Materials,"4,900,000,000.00",Large,97.4
S2357,ORIENT CORP NPV,8585:XTKS,Japan,Japan,Financials,"1,900,000,000.00",Mid,44.57
S2358,ORIENTAL LAND CO NPV,,Japan,Japan,Consumer Discretionary,"51,600,000,000.00",Large,23.76
S2359,ORIENTAL UNION CHM TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"506,000,000.00",Small,95.01
S2360,ORIGIN ENERGY NPV,,Asia Pacific ex Japan,Australia,Energy,"5,700,000,000.00",Large,91.94
S2361,ORIOLA OYJ SER'B'NPV,OKDBV:XHEL,Western Europe,Finland,Health Care,"419,900,000.00",Small,41.75
S2362,ORION CORPORATION SER'B'NPV,,Western Europe,Finland,Health Care,"6,800,000,000.00",Large,23.78
S2363,ORIX CORP NPV,,Japan,Japan,Financials,"17,300,000,000.00",Large,98.83
S2364,ORIX JREIT INC REIT,,Japan,Japan,Real Estate,"4,100,000,000.00",Large,76.41
S2365,ORKLA ASA NOK1.25,,Western Europe,Norway,Consumer Staples,"10,200,000,000.00",Large,81.84
S2366,ORLA MNG LTD NEW COM,ORRLF,Canada,Canada,Materials,"1,000,000,000.00",Mid,62.34
S2367,OROCOBRE LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"717,400,000.00",Small,81.95
S2368,ORPEA EUR1.25,,Western Europe,France,Health Care,"7,300,000,000.00",Large,18.52
S2369,ORSTED A/S DKK10,DOGEF,Western Europe,Denmark,Utilities,"66,800,000,000.00",Large,94.32
S2370,OSAKA GAS CO NPV,,Japan,Japan,Utilities,"8,000,000,000.00",Large,64.77
S2371,OSAKA STEEL CO LTD NPV,,Japan,Japan,Materials,"454,000,000.00",Small,28.25
S2372,OSG CORP NPV,,Japan,Japan,Industrials,"1,700,000,000.00",Mid,12.19
S2373,OSISKO GOLD ROYALTIES LTD COM,,Canada,Canada,Materials,"2,100,000,000.00",Mid,97.92
S2374,OSISKO MNG INC COM,OBNNF,Canada,Canada,Materials,"986,900,000.00",Small,90.05
S2375,OSRAM LICHT AG NPV,,Western Europe,Germany,Industrials,"6,000,000,000.00",Large,63.21
S2376,OTSUKA CORP NPV,,Japan,Japan,Information Technology,"9,600,000,000.00",Large,33.14
S2377,OTSUKA HLDGS CO NPV,,Japan,Japan,Health Care,"22,300,000,000.00",Large,54.5
S2378,OUE COMMERCIAL REI UNITS,,Asia Pacific ex Japan,Singapore,Real Estate,"1,400,000,000.00",Mid,26.17
S2379,OUE LIMITED NPV,OVUNF,Asia Pacific ex Japan,Singapore,Real Estate,"856,100,000.00",Small,10.57
S2380,OUTOKUMPU OYJ SER'A'NPV,,Western Europe,Finland,Materials,"1,200,000,000.00",Mid,9.16
S2381,OUTSOURCING INC NPV,,Japan,Japan,Industrials,"1,400,000,000.00",Mid,47.1
S2382,OVERSEA-CHINESE BK NPV,,Asia Pacific ex Japan,Singapore,Financials,"28,400,000,000.00",Large,32.24
S2383,OXFORD IMMUNOTEC GLOBAL PLC ORD SHS,,Western Europe,United Kingdom,Health Care,"352,500,000.00",Small,27.49
S2384,OXFORD INSTRUMENTS ORD GBP0.05,,Western Europe,United Kingdom,Information Technology,"1,300,000,000.00",Mid,58.9
S2385,OXLEY HOLDINGS LTD NPV,,Asia Pacific ex Japan,Singapore,Real Estate,"690,400,000.00",Small,8.59
S2386,OZ MINERALS LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"3,500,000,000.00",Mid,68.24
S2387,P.T. ASTRA INTL IDR50,,Asia Pacific ex Japan,Indonesia,Consumer Discretionary,"13,100,000,000.00",Large,39.34
S2388,P/F BAKKAFROST DKK1,,Western Europe,Denmark,Consumer Staples,"4,200,000,000.00",Large,42.63
S2389,PAB K TJIWI KIMIA IDR1000,,Asia Pacific ex Japan,Indonesia,Materials,"1,300,000,000.00",Mid,101.48
S2390,PACIFIC BASIN SHIP USD0.01,,Asia Pacific ex Japan,Hong Kong,Industrials,"784,800,000.00",Small,92.61
S2391,PACIFIC INDUSTRIAL NPV,7250:XTKS,Japan,Japan,Consumer Discretionary,"593,400,000.00",Small,92.55
S2392,PACIFIC TEXTILES H HKD0.001,,Asia Pacific ex Japan,Hong Kong,Consumer Discretionary,"651,900,000.00",Small,63.89
S2393,PACT GROUP HLDGS L NPV,,Asia Pacific ex Japan,Australia,Materials,"595,200,000.00",Small,54.92
S2394,PADINI HLDGS BHD MYR0.10,PDNIF,Asia Pacific ex Japan,Malaysia,Consumer Discretionary,"359,300,000.00",Small,66
S2395,PAL GROUP HOLDINGS NPV,2726:XTKS,Japan,Japan,Consumer Discretionary,"496,400,000.00",Small,15.95
S2396,PALFINGER AG NPV,PLFRF,Western Europe,Austria,Industrials,"1,000,000,000.00",Mid,42.18
S2397,PALTAC CORP NPV,,Japan,Japan,Consumer Discretionary,"3,400,000,000.00",Mid,8.18
S2398,PAN AMERN SILVER CORP COM,,Canada,Canada,Materials,"7,100,000,000.00",Large,89.16
S2399,PANASONIC CORP NPV,,Japan,Japan,Consumer Discretionary,"20,800,000,000.00",Large,93.86
S2400,PANDORA A/S DKK1,,Western Europe,Denmark,Consumer Discretionary,"9,100,000,000.00",Large,98.28
S2401,PANDOX AB SER'B'NPV,,Western Europe,Sweden,Consumer Discretionary,"1,300,000,000.00",Mid,104.96
S2402,PANIN FINANCIAL IDR125,,Asia Pacific ex Japan,Indonesia,Financials,"413,900,000.00",Small,87.72
S2403,PARADE TECHNOLOGIE TWD10,PRDWF,Asia Pacific ex Japan,Taiwan,Information Technology,"3,200,000,000.00",Mid,99.31
S2404,PARADIGM BIOPHARMA NPV,,Asia Pacific ex Japan,Australia,Health Care,"475,800,000.00",Small,8.76
S2405,PARADOX INTERACTIV NPV,PRXXF,Western Europe,Sweden,Communication Services,"3,700,000,000.00",Large,18.08
S2406,PARAGON BANKING GR ORD GBP1,,Western Europe,United Kingdom,Financials,"1,100,000,000.00",Mid,27.49
S2407,PARAMOUNT BED HLDG NPV,,Japan,Japan,Health Care,"1,200,000,000.00",Mid,79.55
S2408,PAREX RES INC COM,PARXF,Canada,Canada,Energy,"1,500,000,000.00",Mid,92.93
S2409,PARK 24 CO LTD NPV,,Japan,Japan,Industrials,"2,500,000,000.00",Mid,64.12
S2410,PARK LAWN CORP COM,,Canada,Canada,Consumer Discretionary,"618,000,000.00",Small,103.69
S2411,PARKLAND CORP COM,PKIUF,Canada,Canada,Energy,"4,200,000,000.00",Large,90.88
S2412,PARKWAY LIFE REAL NPV (REIT),PRKWF,Asia Pacific ex Japan,Singapore,Real Estate,"1,800,000,000.00",Mid,39.92
S2413,PARTNER COMMUNICAT ILS0.01,PTNR,"Central and Eastern Europe, Middle East and Africa",Israel,Communication Services,"725,700,000.00",Small,99.72
S2414,PARTNERS GROUP HLG CHF0.01 (REGD),PGPHF,Western Europe,Switzerland,Financials,"25,700,000,000.00",Large,21.68
S2415,PASONA GROUP INC NPV,,Japan,Japan,Industrials,"624,900,000.00",Small,69.27
S2416,PATRIZIA AG NPV (REGD),PTZIF,Western Europe,Germany,Real Estate,"2,300,000,000.00",Mid,19.26
S2417,PAVILION REAL ESTA UNITS,,Asia Pacific ex Japan,Malaysia,Real Estate,"1,100,000,000.00",Mid,31.6
S2418,PAX GLOBAL TECHNOL HKD0.10,,Asia Pacific ex Japan,Hong Kong,Information Technology,"694,300,000.00",Small,98.66
S2419,PAYPOINT ORD GBP0.0033,,Western Europe,United Kingdom,Industrials,"466,300,000.00",Small,63.98
S2420,PAZ OIL CO LTD ILS5,PZZPF,"Central and Eastern Europe, Middle East and Africa",Israel,Energy,"888,800,000.00",Small,88.92
S2421,PCCW LIMITED NPV,,Asia Pacific ex Japan,Hong Kong,Communication Services,"4,600,000,000.00",Large,57.29
S2422,PCHOME ONLINE INC. TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"415,500,000.00",Small,105.79
S2423,PEAB AB SER'B'NPV,PEABF,Western Europe,Sweden,Industrials,"2,700,000,000.00",Mid,52.83
S2424,PEARSON ORD GBP0.25,,Western Europe,United Kingdom,Communication Services,"5,600,000,000.00",Large,37.1
S2425,PEGATRON CORP TWD10,PGTRF,Asia Pacific ex Japan,Taiwan,Information Technology,"5,800,000,000.00",Large,34.22
S2426,PEMBANGUNAN P IDR100,,Asia Pacific ex Japan,Indonesia,Industrials,"377,500,000.00",Small,52.96
S2427,PEMBINA PIPELINE CORP COM,,Canada,Canada,Energy,"12,300,000,000.00",Large,51.56
S2428,PENDAL GROUP LTD NPV,,Asia Pacific ex Japan,Australia,Financials,"1,400,000,000.00",Mid,21.33
S2429,PENNON GROUP ORD GBP0.407,,Western Europe,United Kingdom,Utilities,"5,600,000,000.00",Large,15.61
S2430,PENTA OCEAN CONST NPV,,Japan,Japan,Industrials,"1,800,000,000.00",Mid,55.56
S2431,PENTAMASTER CORP NPV,PENTF,Asia Pacific ex Japan,Malaysia,Industrials,"888,200,000.00",Small,50.21
S2432,PEPTIDREAM INC NPV,,Japan,Japan,Health Care,"5,800,000,000.00",Large,36.11
S2433,PER AARSLEFF HLDNG SER'B'DKK2,,Western Europe,Denmark,Industrials,"832,200,000.00",Small,25.53
S2434,PERNOD RICARD EUR1.55,,Western Europe,France,Consumer Staples,"42,800,000,000.00",Large,89.01
S2435,PERPETUAL LIMITED NPV,,Asia Pacific ex Japan,Australia,Financials,"1,200,000,000.00",Mid,71.88
S2436,PERSEUS MINING LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"1,200,000,000.00",Mid,52.9
S2437,PERSIMMON ORD GBP0.10,,Western Europe,United Kingdom,Consumer Discretionary,"10,800,000,000.00",Large,14.92
S2438,PERSOL HOLDINGS CO NPV,,Japan,Japan,Industrials,"3,700,000,000.00",Large,94.91
S2439,PERUSAHAAN GAS NE. IDR100,,Asia Pacific ex Japan,Indonesia,Utilities,"1,600,000,000.00",Mid,43.87
S2440,PETROFAC ORD USD0.02,,Western Europe,United Kingdom,Energy,"525,600,000.00",Small,8.33
S2441,PETRON CORP PHP1,PETZF,Asia Pacific ex Japan,Philippines,Energy,"579,500,000.00",Small,14.65
S2442,PETRONAS CHEMICALS NPV,PECGF,Asia Pacific ex Japan,Malaysia,Materials,"11,600,000,000.00",Large,62.67
S2443,PETRONAS DAGANGAN NPV,PNADF,Asia Pacific ex Japan,Malaysia,Energy,"4,600,000,000.00",Large,101.97
S2444,PETRONAS GAS NPV,PNAGF,Asia Pacific ex Japan,Malaysia,Utilities,"7,800,000,000.00",Large,80.66
S2445,PETROPAVLOVSK PLC ORD GBP0.01,,Western Europe,United Kingdom,Materials,"1,600,000,000.00",Mid,98.84
S2446,PETS AT HOME GROUP ORD GBP0.01,,Western Europe,United Kingdom,Consumer Discretionary,"2,600,000,000.00",Mid,29.29
S2447,PEUGEOT SA EUR1,,Western Europe,France,Consumer Discretionary,"16,500,000,000.00",Large,89.52
S2448,PFEIFFER VAC TECHN NPV,PFFVF,Western Europe,Germany,Industrials,"2,000,000,000.00",Mid,82.84
S2449,PHARMAGEST INTERAC EUR0.20,PHA:XPAR,Western Europe,France,Health Care,"1,500,000,000.00",Mid,104.2
S2450,PHARMING GROUP NV EUR0.01,,Western Europe,Netherlands,Health Care,"751,200,000.00",Small,41.28
S2451,PHILIPPINE NATL BK PHP40,PPINF,Asia Pacific ex Japan,Philippines,Financials,"749,100,000.00",Small,73.97
S2452,PHISON ELECTRONICS TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,900,000,000.00",Mid,8.15
S2453,PHOENIX GP HDGS PL ORD GBP0.10,PNXGF,Western Europe,United Kingdom,Financials,"9,200,000,000.00",Large,80.46
S2454,PHOENIX HLDGS LTD ILS1,IPHXF,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"1,300,000,000.00",Mid,86.26
S2455,PHOENIX SPREE DEUT ORD NPV,PSDL:XLON,Western Europe,United Kingdom,Real Estate,"413,100,000.00",Small,18.49
S2456,PIA CORPORATION NPV,,Japan,Japan,Consumer Discretionary,"470,500,000.00",Small,98.64
S2457,PIAGGIO NPV,,Western Europe,Italy,Consumer Discretionary,"1,000,000,000.00",Mid,12.66
S2458,PICK'N PAY STORES ZAR0.0125,PPASF,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Staples,"1,600,000,000.00",Mid,71.86
S2459,PICTON PROP INCOME ORD NPV,,Western Europe,United Kingdom,Real Estate,"470,900,000.00",Small,68.72
S2460,PIERER MOBILITY AG NPV,,Western Europe,Austria,Consumer Discretionary,"1,300,000,000.00",Mid,41.73
S2461,PIGEON CORP NPV,,Japan,Japan,Consumer Staples,"5,800,000,000.00",Large,9.95
S2462,PILBARA MINERALS L NPV,,Asia Pacific ex Japan,Australia,Materials,"604,700,000.00",Small,76.41
S2463,PILOT CORP (NEW) NPV,7846:XTKS,Japan,Japan,Industrials,"1,300,000,000.00",Mid,34.92
S2464,PINNACLE INV MGMT NPV,,Asia Pacific ex Japan,Australia,Financials,"717,100,000.00",Small,37.56
S2465,PIOLAX INC NPV,5988:XTKS,Japan,Japan,Consumer Discretionary,"592,500,000.00",Small,23.52
S2466,PIXART IMAGING TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"882,800,000.00",Small,38.38
S2467,PKSHA TECHNOLOGY I NPV,3993:XTKS,Japan,Japan,Information Technology,"754,100,000.00",Small,87.5
S2468,PLASTIC OMNIUM EUR0.06,,Western Europe,France,Consumer Discretionary,"4,100,000,000.00",Large,93.53
S2469,PLATINUM ASSET MAN NPV,,Asia Pacific ex Japan,Australia,Financials,"1,400,000,000.00",Mid,43.58
S2470,PLATZER FASTIGHETE NPV,PLAZF,Western Europe,Sweden,Real Estate,"1,100,000,000.00",Mid,16.11
S2471,PLAYTECH PLC ORD NPV,,Western Europe,United Kingdom,Consumer Discretionary,"1,500,000,000.00",Mid,13.81
S2472,PLDT INC PHP5,,Asia Pacific ex Japan,Philippines,Communication Services,"5,900,000,000.00",Large,46.81
S2473,PLENUS CO LTD NPV,9945:XTKS,Japan,Japan,Consumer Discretionary,"756,200,000.00",Small,17.48
S2474,PLUS500 LTD ORD ILS0.01 (DI),,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"2,100,000,000.00",Mid,81.6
S2475,PNE AG NPV (REGD),,Western Europe,Germany,Industrials,"542,600,000.00",Small,106.81
S2476,POINTSBET HOLDINGS NPV,,Asia Pacific ex Japan,Australia,Consumer Discretionary,"1,400,000,000.00",Mid,22.59
S2477,POLA ORBIS HLDG IN NPV,,Japan,Japan,Consumer Staples,"4,500,000,000.00",Large,85.05
S2478,POLARIS GROUP TWD10,,Asia Pacific ex Japan,Taiwan,Health Care,"204,100,000.00",Small,50.86
